ℝ³→ℝ,3520,1,,false
X (nm),Y (nm),Z (nm),n (# electrons)
0.0,2.0182404216150073e-9,-2.22075361095266e-9,0.08760944362765521
1.2300000000000001e-10,2.071115762095398e-9,-2.1715249250238876e-9,0.33871997700271994
1.2300000000000001e-10,2.1715249250238876e-9,-2.071115762095398e-9,0.676824129346798
0.0,2.2207536109526597e-9,-2.018240421615008e-9,0.4858661019616901
0.0,2.31374383517289e-9,-1.9109239820567037e-9,0.3078312919668117
1.2300000000000001e-10,2.3590750084507755e-9,-1.854671427639671e-9,0.9380654831703854
1.2300000000000001e-10,2.4441724370953867e-9,-1.7409945714284118e-9,0.39981485970306707
0.0,2.4853751004541962e-9,-1.6816514531978074e-9,0.5254645814139256
0.0,2.5621460965328914e-9,-1.5621934515357797e-9,0.09672628594128807
1.2300000000000001e-10,2.599010290644643e-9,-1.5000621684194452e-9,0.050648512319944494
1.2300000000000001e-10,2.6670636467588913e-9,-1.375431751900895e-9,0.16014262024538284
0.0,2.699401520140421e-9,-1.3108289106758312e-9,0.7839641638694963
0.0,2.758390451986689e-9,-1.1816611673354896e-9,0.7109243091440057
1.2300000000000001e-10,2.786037218247749e-9,-1.1149159692722791e-9,0.22133086535226965
1.2300000000000001e-10,2.8356611317508212e-9,-9.81869108322313e-10,0.7565883131685152
0.0,2.858475909307751e-9,-9.133216716509184e-10,0.47349319938821943
0.0,2.898481932379234e-9,-7.770736693976598e-10,0.7161039200971578
1.2300000000000001e-10,2.9163484623552172e-9,-7.070732961428836e-10,0.41367191680524074
1.2300000000000001e-10,2.9465327334717396e-9,-5.683184411749791e-10,0.6527612306130927
0.0,2.959359972125395e-9,-4.972218371934018e-10,0.5899227174507526
0.0,2.9795686791602014e-9,-3.5666719244630933e-10,0.12212067360585044
1.2300000000000001e-10,2.9872912618236158e-9,-2.848366497350253e-10,0.853630555085506
1.2300000000000001e-10,2.9974214258379065e-9,-1.431984494603693e-10,0.38657108137812746
0.0,3.0000000000000004e-9,-7.10000000000017e-11,0.3245676008612187
0.0,3.0000000000000004e-9,7.09999999999983e-11,0.7222681925944625
1.2300000000000001e-10,2.9974214258379065e-9,1.4319844946036854e-10,0.6430814864574821
1.2300000000000001e-10,2.9872912618236158e-9,2.8483664973502457e-10,0.9501206009688102
0.0,2.9795686791602018e-9,3.566671924463086e-10,0.10981999605588999
0.0,2.9593599721253956e-9,4.972218371934011e-10,0.5777857644453829
1.2300000000000001e-10,2.94653273347174e-9,5.683184411749783e-10,0.07656876727737583
1.2300000000000001e-10,2.9163484623552176e-9,7.07073296142883e-10,0.8703796185830596
0.0,2.8984819323792343e-9,7.77073669397659e-10,0.8413450396766187
0.0,2.8584759093077516e-9,9.133216716509176e-10,0.4398027067565864
1.2300000000000001e-10,2.835661131750822e-9,9.81869108322311e-10,0.8668650819704306
1.2300000000000001e-10,2.78603721824775e-9,1.1149159692722773e-9,0.02522572027544734
0.0,2.7583904519866895e-9,1.1816611673354888e-9,0.19828121345468386
0.0,2.6994015201404215e-9,1.3108289106758304e-9,0.2007192536206115
1.2300000000000001e-10,2.6670636467588917e-9,1.3754317519008944e-9,0.8915783154342329
1.2300000000000001e-10,2.5990102906446433e-9,1.5000621684194446e-9,0.713734881017731
0.0,2.5621460965328914e-9,1.5621934515357791e-9,0.8889770500201425
0.0,2.4853751004541962e-9,1.6816514531978068e-9,0.44560143703998445
1.2300000000000001e-10,2.444172437095387e-9,1.7409945714284111e-9,0.9355857475049162
1.2300000000000001e-10,2.359075008450776e-9,1.8546714276396704e-9,0.7189053955726911
0.0,2.3137438351728904e-9,1.910923982056703e-9,0.44052919185592543
0.0,2.22075361095266e-9,2.0182404216150073e-9,0.14530232216109362
1.2300000000000001e-10,2.171524925023887e-9,2.0711157620953985e-9,0.7484362091334082
1.2300000000000001e-10,2.0711157620953977e-9,2.171524925023888e-9,0.15637780185404404
0.0,2.018240421615008e-9,2.2207536109526597e-9,0.1656697219681691
0.0,1.9109239820567037e-9,2.31374383517289e-9,0.645023638897382
1.2300000000000001e-10,1.854671427639671e-9,2.3590750084507755e-9,0.08604615115165182
1.2300000000000001e-10,1.7409945714284118e-9,2.4441724370953867e-9,0.8977885406194612
0.0,1.6816514531978063e-9,2.4853751004541966e-9,0.15716286524625034
0.0,1.5621934515357787e-9,2.5621460965328918e-9,0.5553923449779608
1.2300000000000001e-10,1.5000621684194467e-9,2.5990102906446425e-9,0.40028155271753507
1.2300000000000001e-10,1.3754317519008964e-9,2.667063646758891e-9,0.38637670269732094
0.0,1.3108289106758324e-9,2.6994015201404203e-9,0.657658628467658
0.0,1.1816611673354908e-9,2.7583904519866882e-9,0.36512055058696014
1.2300000000000001e-10,1.1149159692722793e-9,2.786037218247749e-9,0.5676641668546817
1.2300000000000001e-10,9.818691083223131e-10,2.8356611317508212e-9,0.21451438358476793
0.0,9.133216716509186e-10,2.858475909307751e-9,0.5165158208979195
0.0,7.7707366939766e-10,2.898481932379234e-9,0.6360551522039946
1.2300000000000001e-10,7.070732961428813e-10,2.916348462355218e-9,0.8036783489871727
1.2300000000000001e-10,5.683184411749766e-10,2.9465327334717404e-9,0.662956461325495
0.0,4.97221837193402e-10,2.959359972125395e-9,0.6480707597280663
0.0,3.5666719244630954e-10,2.9795686791602014e-9,0.3417201070329078
1.2300000000000001e-10,2.848366497350268e-10,2.9872912618236158e-9,0.583454904710424
1.2300000000000001e-10,1.431984494603708e-10,2.9974214258379065e-9,0.7299468060707159
0.0,7.100000000000056e-11,3.0000000000000004e-9,0.31081056522798645
0.0,-7.099999999999944e-11,3.0000000000000004e-9,0.4878967998596774
1.2300000000000001e-10,-1.4319844946036702e-10,2.9974214258379065e-9,0.07713103673715282
1.2300000000000001e-10,-2.8483664973502307e-10,2.9872912618236158e-9,0.37558168042862383
0.0,-3.5666719244630846e-10,2.9795686791602018e-9,0.5902665229783125
0.0,-4.972218371934009e-10,2.9593599721253956e-9,0.4773165473336862
1.2300000000000001e-10,-5.68318441174978e-10,2.94653273347174e-9,0.07263939287910426
1.2300000000000001e-10,-7.070732961428828e-10,2.9163484623552176e-9,0.5080790264412445
0.0,-7.770736693976589e-10,2.8984819323792343e-9,0.5801566399067991
0.0,-9.133216716509175e-10,2.8584759093077516e-9,0.12989905610297003
1.2300000000000001e-10,-9.81869108322312e-10,2.8356611317508216e-9,0.705594296857196
1.2300000000000001e-10,-1.1149159692722783e-9,2.7860372182477494e-9,0.6493196556256403
0.0,-1.1816611673354875e-9,2.75839045198669e-9,0.47006455702562777
0.0,-1.3108289106758291e-9,2.699401520140422e-9,0.714650717088158
1.2300000000000001e-10,-1.3754317519008954e-9,2.6670636467588913e-9,0.5713833118556293
1.2300000000000001e-10,-1.5000621684194457e-9,2.599010290644643e-9,0.3112208920689987
0.0,-1.5621934515357802e-9,2.562146096532891e-9,0.7346609276597975
0.0,-1.6816514531978078e-9,2.485375100454196e-9,0.18826231540180516
1.2300000000000001e-10,-1.7409945714284111e-9,2.4441724370953875e-9,0.9229107962540731
1.2300000000000001e-10,-1.8546714276396704e-9,2.3590750084507763e-9,0.71722384888313
0.0,-1.9109239820567017e-9,2.3137438351728916e-9,0.3029828201079543
0.0,-2.018240421615006e-9,2.2207536109526614e-9,0.17695288142168586
1.2300000000000001e-10,-2.0711157620953977e-9,2.171524925023888e-9,0.5651718231743261
1.2300000000000001e-10,-2.171524925023887e-9,2.0711157620953985e-9,0.9288229646717422
0.0,-2.2207536109526585e-9,2.0182404216150094e-9,0.4930686252057489
0.0,-2.3137438351728887e-9,1.910923982056705e-9,0.014382422765942482
1.2300000000000001e-10,-2.3590750084507755e-9,1.8546714276396715e-9,0.15293068540549992
1.2300000000000001e-10,-2.4441724370953867e-9,1.7409945714284122e-9,0.45557744210093576
0.0,-2.4853751004541962e-9,1.6816514531978063e-9,0.6217238178554938
0.0,-2.5621460965328914e-9,1.5621934515357787e-9,0.18522276366749757
1.2300000000000001e-10,-2.5990102906446425e-9,1.500062168419447e-9,0.917033440326868
1.2300000000000001e-10,-2.667063646758891e-9,1.3754317519008966e-9,0.34050330327305867
0.0,-2.6994015201404203e-9,1.3108289106758326e-9,0.7121034184188655
0.0,-2.7583904519866882e-9,1.181661167335491e-9,0.3746791386455969
1.2300000000000001e-10,-2.78603721824775e-9,1.114915969272277e-9,0.7938258101414157
1.2300000000000001e-10,-2.835661131750822e-9,9.818691083223108e-10,0.6737996858996179
0.0,-2.858475909307751e-9,9.133216716509188e-10,0.3974864044167862
0.0,-2.898481932379234e-9,7.770736693976602e-10,0.7796174699407353
1.2300000000000001e-10,-2.9163484623552172e-9,7.07073296142884e-10,0.46977709367260345
1.2300000000000001e-10,-2.9465327334717396e-9,5.683184411749795e-10,0.5365709571412535
0.0,-2.959359972125395e-9,4.972218371934022e-10,0.3066676342743433
0.0,-2.9795686791602014e-9,3.5666719244630975e-10,0.5063035300131454
1.2300000000000001e-10,-2.9872912618236158e-9,2.8483664973502695e-10,0.30442400253287705
1.2300000000000001e-10,-2.9974214258379065e-9,1.4319844946037097e-10,0.18244386986614058
2.4600000000000003e-10,-3.0000000000000004e-9,7.1e-11,0.9745750762654559
2.4600000000000003e-10,-3.0000000000000004e-9,-7.1e-11,0.450068529613985
3.6900000000000007e-10,-2.9974214258379065e-9,-1.4319844946036903e-10,0.31987782426886946
3.6900000000000007e-10,-2.9872912618236158e-9,-2.8483664973502503e-10,0.32599461036288846
2.4600000000000003e-10,-2.9795686791602014e-9,-3.566671924463093e-10,0.09065964883431787
2.4600000000000003e-10,-2.959359972125395e-9,-4.972218371934017e-10,0.9611399995926816
3.6900000000000007e-10,-2.94653273347174e-9,-5.683184411749776e-10,0.2951325849864993
3.6900000000000007e-10,-2.9163484623552176e-9,-7.070732961428824e-10,0.35416539373730593
2.4600000000000003e-10,-2.898481932379234e-9,-7.770736693976598e-10,0.33523357500512296
2.4600000000000003e-10,-2.858475909307751e-9,-9.133216716509184e-10,0.15828947743034183
3.6900000000000007e-10,-2.8356611317508216e-9,-9.81869108322312e-10,0.37968291428794765
3.6900000000000007e-10,-2.7860372182477494e-9,-1.1149159692722783e-9,0.5334400587504442
2.4600000000000003e-10,-2.7583904519866895e-9,-1.1816611673354886e-9,0.33789676947453584
2.4600000000000003e-10,-2.6994015201404215e-9,-1.3108289106758302e-9,0.8025739635138646
3.6900000000000007e-10,-2.6670636467588913e-9,-1.3754317519008956e-9,0.46784698576715367
3.6900000000000007e-10,-2.599010290644643e-9,-1.5000621684194459e-9,0.9546367222691935
2.4600000000000003e-10,-2.5621460965328914e-9,-1.5621934515357791e-9,0.5687148155781788
2.4600000000000003e-10,-2.4853751004541962e-9,-1.6816514531978068e-9,0.36943845734046943
3.6900000000000007e-10,-2.444172437095387e-9,-1.7409945714284111e-9,0.46796971827692935
3.6900000000000007e-10,-2.359075008450776e-9,-1.8546714276396704e-9,0.5851314159525711
2.4600000000000003e-10,-2.3137438351728904e-9,-1.9109239820567033e-9,0.47695803330619035
2.4600000000000003e-10,-2.22075361095266e-9,-2.0182404216150078e-9,0.6429095299817178
3.6900000000000007e-10,-2.171524925023888e-9,-2.071115762095398e-9,0.47812944509683286
3.6900000000000007e-10,-2.0711157620953985e-9,-2.1715249250238876e-9,0.6726057450865224
2.4600000000000003e-10,-2.0182404216150078e-9,-2.22075361095266e-9,0.46776988679812415
2.4600000000000003e-10,-1.9109239820567033e-9,-2.3137438351728904e-9,0.5118832647068478
3.6900000000000007e-10,-1.8546714276396707e-9,-2.359075008450776e-9,0.27881753075753135
3.6900000000000007e-10,-1.7409945714284114e-9,-2.444172437095387e-9,0.5267312060896734
2.4600000000000003e-10,-1.681651453197807e-9,-2.4853751004541962e-9,0.596200651070195
2.4600000000000003e-10,-1.5621934515357793e-9,-2.5621460965328914e-9,0.7980093653654586
3.6900000000000007e-10,-1.5000621684194463e-9,-2.599010290644643e-9,0.7620129814585719
3.6900000000000007e-10,-1.375431751900896e-9,-2.6670636467588913e-9,0.048339230939041244
2.4600000000000003e-10,-1.3108289106758304e-9,-2.6994015201404215e-9,0.007057855330316887
2.4600000000000003e-10,-1.1816611673354888e-9,-2.7583904519866895e-9,0.6303017536421618
3.6900000000000007e-10,-1.1149159692722785e-9,-2.7860372182477494e-9,0.839964670516612
3.6900000000000007e-10,-9.818691083223123e-10,-2.8356611317508216e-9,0.07017769504626992
2.4600000000000003e-10,-9.133216716509188e-10,-2.858475909307751e-9,0.22805980824643368
2.4600000000000003e-10,-7.770736693976602e-10,-2.898481932379234e-9,0.048477306244049445
3.6900000000000007e-10,-7.070732961428828e-10,-2.9163484623552176e-9,0.4359439657940142
3.6900000000000007e-10,-5.683184411749783e-10,-2.94653273347174e-9,0.712588357402121
2.4600000000000003e-10,-4.972218371934016e-10,-2.959359972125395e-9,0.14283196870918258
2.4600000000000003e-10,-3.566671924463092e-10,-2.9795686791602014e-9,0.46677252177360173
3.6900000000000007e-10,-2.848366497350251e-10,-2.9872912618236158e-9,0.02337762184144354
3.6900000000000007e-10,-1.4319844946036909e-10,-2.9974214258379065e-9,0.00588873444831739
2.4600000000000003e-10,-7.100000000000085e-11,-3.0000000000000004e-9,0.09252488916831392
2.4600000000000003e-10,7.099999999999915e-11,-3.0000000000000004e-9,0.9639608127567401
3.6900000000000007e-10,1.4319844946036875e-10,-2.9974214258379065e-9,0.386296358058705
3.6900000000000007e-10,2.848366497350248e-10,-2.9872912618236158e-9,0.6941679901601235
2.4600000000000003e-10,3.5666719244630887e-10,-2.9795686791602018e-9,0.7857268260400249
2.4600000000000003e-10,4.972218371934013e-10,-2.9593599721253956e-9,0.22243300048238057
3.6900000000000007e-10,5.683184411749778e-10,-2.94653273347174e-9,0.30370318091568904
3.6900000000000007e-10,7.070732961428826e-10,-2.9163484623552176e-9,0.5272956688701226
2.4600000000000003e-10,7.770736693976598e-10,-2.898481932379234e-9,0.6462429916055237
2.4600000000000003e-10,9.133216716509184e-10,-2.858475909307751e-9,0.0462947203091697
3.6900000000000007e-10,9.818691083223119e-10,-2.8356611317508216e-9,0.5369254365466968
3.6900000000000007e-10,1.114915969272278e-9,-2.7860372182477494e-9,0.5475274813729616
2.4600000000000003e-10,1.1816611673354884e-9,-2.7583904519866895e-9,0.4698374617722241
2.4600000000000003e-10,1.31082891067583e-9,-2.6994015201404215e-9,0.526601951232422
3.6900000000000007e-10,1.3754317519008958e-9,-2.6670636467588913e-9,0.3797988580514551
3.6900000000000007e-10,1.500062168419446e-9,-2.599010290644643e-9,0.6420884865322674
2.4600000000000003e-10,1.562193451535778e-9,-2.562146096532892e-9,0.6024016631301867
2.4600000000000003e-10,1.6816514531978057e-9,-2.485375100454197e-9,0.6877622832079937
3.6900000000000007e-10,1.7409945714284114e-9,-2.444172437095387e-9,0.019841536085732803
3.6900000000000007e-10,1.8546714276396707e-9,-2.359075008450776e-9,0.5066443110200198
2.4600000000000003e-10,1.910923982056703e-9,-2.3137438351728904e-9,0.4536668030798907
2.4600000000000003e-10,2.0182404216150073e-9,-2.22075361095266e-9,0.965387742274133
3.6900000000000007e-10,2.071115762095398e-9,-2.1715249250238876e-9,0.488757130433521
3.6900000000000007e-10,2.1715249250238876e-9,-2.071115762095398e-9,0.35138141397027767
2.4600000000000003e-10,2.2207536109526597e-9,-2.018240421615008e-9,0.0754407454395053
2.4600000000000003e-10,2.31374383517289e-9,-1.9109239820567037e-9,0.9574648498617075
3.6900000000000007e-10,2.3590750084507755e-9,-1.854671427639671e-9,0.3780691245394784
3.6900000000000007e-10,2.4441724370953867e-9,-1.7409945714284118e-9,0.29164276742009043
2.4600000000000003e-10,2.4853751004541962e-9,-1.6816514531978074e-9,0.4880619086063993
2.4600000000000003e-10,2.5621460965328914e-9,-1.5621934515357797e-9,0.20950704524577368
3.6900000000000007e-10,2.599010290644643e-9,-1.5000621684194452e-9,0.44157961343455576
3.6900000000000007e-10,2.6670636467588913e-9,-1.375431751900895e-9,0.31288597751420955
2.4600000000000003e-10,2.699401520140421e-9,-1.3108289106758312e-9,0.9960057893786257
2.4600000000000003e-10,2.758390451986689e-9,-1.1816611673354896e-9,0.36936294793369295
3.6900000000000007e-10,2.786037218247749e-9,-1.1149159692722791e-9,0.11573154588978996
3.6900000000000007e-10,2.8356611317508212e-9,-9.81869108322313e-10,0.9123396228593517
2.4600000000000003e-10,2.858475909307751e-9,-9.133216716509184e-10,0.8357297008589742
2.4600000000000003e-10,2.898481932379234e-9,-7.770736693976598e-10,0.9582943158793297
3.6900000000000007e-10,2.9163484623552172e-9,-7.070732961428836e-10,0.7610321451675045
3.6900000000000007e-10,2.9465327334717396e-9,-5.683184411749791e-10,0.06329386503471113
2.4600000000000003e-10,2.959359972125395e-9,-4.972218371934018e-10,0.8458730911169239
2.4600000000000003e-10,2.9795686791602014e-9,-3.5666719244630933e-10,0.07997255229902123
3.6900000000000007e-10,2.9872912618236158e-9,-2.848366497350253e-10,0.48003655830030734
3.6900000000000007e-10,2.9974214258379065e-9,-1.431984494603693e-10,0.5855464488062759
2.4600000000000003e-10,3.0000000000000004e-9,-7.10000000000017e-11,0.19706879597909865
2.4600000000000003e-10,3.0000000000000004e-9,7.09999999999983e-11,0.9457939616066099
3.6900000000000007e-10,2.9974214258379065e-9,1.4319844946036854e-10,0.870831846378412
3.6900000000000007e-10,2.9872912618236158e-9,2.8483664973502457e-10,0.761037831602092
2.4600000000000003e-10,2.9795686791602018e-9,3.566671924463086e-10,0.5278497181405546
2.4600000000000003e-10,2.9593599721253956e-9,4.972218371934011e-10,0.13331411837567686
3.6900000000000007e-10,2.94653273347174e-9,5.683184411749783e-10,0.6917239116746515
3.6900000000000007e-10,2.9163484623552176e-9,7.07073296142883e-10,0.02351762542380853
2.4600000000000003e-10,2.8984819323792343e-9,7.77073669397659e-10,0.3005876800878676
2.4600000000000003e-10,2.8584759093077516e-9,9.133216716509176e-10,0.17193195703394015
3.6900000000000007e-10,2.835661131750822e-9,9.81869108322311e-10,0.46891761375409735
3.6900000000000007e-10,2.78603721824775e-9,1.1149159692722773e-9,0.7168285888184928
2.4600000000000003e-10,2.7583904519866895e-9,1.1816611673354888e-9,0.30343946395882626
2.4600000000000003e-10,2.6994015201404215e-9,1.3108289106758304e-9,0.9204246726893132
3.6900000000000007e-10,2.6670636467588917e-9,1.3754317519008944e-9,0.5921962091194762
3.6900000000000007e-10,2.5990102906446433e-9,1.5000621684194446e-9,0.1464250340665284
2.4600000000000003e-10,2.5621460965328914e-9,1.5621934515357791e-9,0.9069281408283183
2.4600000000000003e-10,2.4853751004541962e-9,1.6816514531978068e-9,0.5943595670479042
3.6900000000000007e-10,2.444172437095387e-9,1.7409945714284111e-9,0.47122068029184616
3.6900000000000007e-10,2.359075008450776e-9,1.8546714276396704e-9,0.20160588843767924
2.4600000000000003e-10,2.3137438351728904e-9,1.910923982056703e-9,0.4848567307692472
2.4600000000000003e-10,2.22075361095266e-9,2.0182404216150073e-9,0.3718179707417745
3.6900000000000007e-10,2.171524925023887e-9,2.0711157620953985e-9,0.700674701291488
3.6900000000000007e-10,2.0711157620953977e-9,2.171524925023888e-9,0.9770125429510056
2.4600000000000003e-10,2.018240421615008e-9,2.2207536109526597e-9,0.7064879770578221
2.4600000000000003e-10,1.9109239820567037e-9,2.31374383517289e-9,0.6252831368732802
3.6900000000000007e-10,1.854671427639671e-9,2.3590750084507755e-9,0.49864861086069356
3.6900000000000007e-10,1.7409945714284118e-9,2.4441724370953867e-9,0.7266791665771906
2.4600000000000003e-10,1.6816514531978063e-9,2.4853751004541966e-9,0.9689326793022064
2.4600000000000003e-10,1.5621934515357787e-9,2.5621460965328918e-9,0.32075892854600685
3.6900000000000007e-10,1.5000621684194467e-9,2.5990102906446425e-9,0.3650743590147697
3.6900000000000007e-10,1.3754317519008964e-9,2.667063646758891e-9,0.8348077253380319
2.4600000000000003e-10,1.3108289106758324e-9,2.6994015201404203e-9,0.7638350843098399
2.4600000000000003e-10,1.1816611673354908e-9,2.7583904519866882e-9,0.7153083467123464
3.6900000000000007e-10,1.1149159692722793e-9,2.786037218247749e-9,0.5581312375908957
3.6900000000000007e-10,9.818691083223131e-10,2.8356611317508212e-9,0.33948201870811945
2.4600000000000003e-10,9.133216716509186e-10,2.858475909307751e-9,0.009860280551302503
2.4600000000000003e-10,7.7707366939766e-10,2.898481932379234e-9,0.5296161814698418
3.6900000000000007e-10,7.070732961428813e-10,2.916348462355218e-9,0.021201650699524954
3.6900000000000007e-10,5.683184411749766e-10,2.9465327334717404e-9,0.45033887719528054
2.4600000000000003e-10,4.97221837193402e-10,2.959359972125395e-9,0.8769729427784726
2.4600000000000003e-10,3.5666719244630954e-10,2.9795686791602014e-9,0.03976647646125242
3.6900000000000007e-10,2.848366497350268e-10,2.9872912618236158e-9,0.48115344193838283
3.6900000000000007e-10,1.431984494603708e-10,2.9974214258379065e-9,0.32714752697767513
2.4600000000000003e-10,7.100000000000056e-11,3.0000000000000004e-9,0.37385613784967797
2.4600000000000003e-10,-7.099999999999944e-11,3.0000000000000004e-9,0.2652808265762434
3.6900000000000007e-10,-1.4319844946036702e-10,2.9974214258379065e-9,0.2708378271886269
3.6900000000000007e-10,-2.8483664973502307e-10,2.9872912618236158e-9,0.9400736141792403
2.4600000000000003e-10,-3.5666719244630846e-10,2.9795686791602018e-9,0.01863107901286154
2.4600000000000003e-10,-4.972218371934009e-10,2.9593599721253956e-9,0.1688052248911308
3.6900000000000007e-10,-5.68318441174978e-10,2.94653273347174e-9,0.7947583338200466
3.6900000000000007e-10,-7.070732961428828e-10,2.9163484623552176e-9,0.7155622667333039
2.4600000000000003e-10,-7.770736693976589e-10,2.8984819323792343e-9,0.6552599221474784
2.4600000000000003e-10,-9.133216716509175e-10,2.8584759093077516e-9,0.4916813868738571
3.6900000000000007e-10,-9.81869108322312e-10,2.8356611317508216e-9,0.7138176087975735
3.6900000000000007e-10,-1.1149159692722783e-9,2.7860372182477494e-9,0.5995646100293622
2.4600000000000003e-10,-1.1816611673354875e-9,2.75839045198669e-9,0.525386982235848
2.4600000000000003e-10,-1.3108289106758291e-9,2.699401520140422e-9,0.3088459655637642
3.6900000000000007e-10,-1.3754317519008954e-9,2.6670636467588913e-9,0.2990350602076959
3.6900000000000007e-10,-1.5000621684194457e-9,2.599010290644643e-9,0.7330401887049688
